equipo_id,codigo_inventario,numero_serie,nombre_equipo,clase_funcional,marca,modelo,clase_riesgo,criticidad,fecha_adquisicion,costo_adquisicion,vida_util_anios,modalidad_propiedad,fecha_vencimiento_garantia,bajo_plan_mantenimiento,estrategia_mantenimiento,estado_actual
913,EQ-00913,SN-0913-58940196,Compresor dental,Odontología,W&H,WH-658,I,Media,2018-09-15,2246000.0,11,Propio,2020-04-18,True,Interno,Bueno
914,EQ-00914,SN-0914-72527343,Ecógrafo,Imagenología,United Imaging,UN-460,II,Media,2011-07-04,40441000.0,13,Propio,,True,Externo,Bueno
915,EQ-00915,SN-0915-81529351,Termómetro clínico,Apoyo a diagnóstico,Gima,GI-155,II,Baja,2015-03-12,135000.0,13,Comodato,,True,Interno,Bueno
916,EQ-00916,SN-0916-68487472,Ventilador neonatal,Neonatología,Hamilton Medical,HA-515,III,Alta,2021-02-10,35085000.0,8,Propio,2023-05-17,True,Interno,Bueno
917,EQ-00917,SN-0917-28795806,Desfibrilador,Soporte vital,Stryker/Physio-Control,ST-614,III,Alta,2017-08-15,4565000.0,13,Propio,2019-09-16,True,Contrato,Bueno
918,EQ-00918,SN-0918-51166425,Termómetro clínico,Apoyo a diagnóstico,Microlife,MI-630,II,Baja,2014-10-06,119000.0,10,Comodato,,True,Contrato,Bueno
919,EQ-00919,SN-0919-94838958,Monitor multiparámetro,Monitoreo,Bionet,BI-381,III,Alta,2026-02-16,3732000.0,14,Arriendo,,True,Interno,Bueno
920,EQ-00920,SN-0920-32293106,Bomba de infusión,Soporte vital,Fresenius Kabi,FR-575,III,Alta,2018-06-10,1611000.0,14,Propio,2019-12-08,True,Contrato,Bueno
921,EQ-00921,SN-0921-40227956,Monitor multiparámetro,Monitoreo,Mindray,MI-633,III,Baja,2019-01-10,4929000.0,10,Propio,2020-02-29,True,Contrato,Bueno
922,EQ-00922,SN-0922-20114114,Camilla de transporte,Apoyo a diagnóstico,Stryker/Physio-Control,ST-755,I,Alta,2012-03-02,4680000.0,14,Propio,2013-04-27,False,Interno,Bueno
923,EQ-00923,SN-0923-17254515,Bomba de infusión,Soporte vital,Fresenius Kabi,FR-712,III,Alta,2018-11-03,1318000.0,10,Propio,,False,Interno,Bueno
924,EQ-00924,SN-0924-11334674,OCT,Oftalmología,Zeiss,ZE-985,II,Media,2011-02-15,79310000.0,12,Propio,,False,Contrato,Bueno
925,EQ-00925,SN-0925-80683911,Balanza clínica,Apoyo a diagnóstico,Health o meter,HE-552,I,Media,2018-11-26,1014000.0,12,Propio,,True,Interno,Bueno
926,EQ-00926,SN-0926-92158421,Holter,Monitoreo,Nihon Kohden,NI-386,II,Media,2021-03-26,3565000.0,14,Comodato,,True,Interno,Regular
927,EQ-00927,SN-0927-88231566,Bomba de infusión,Soporte vital,ICU Medical,IC-487,III,Alta,2010-12-14,1546000.0,15,Propio,2013-08-07,True,Contrato,Bueno
928,EQ-00928,SN-0928-32760645,Ecógrafo,Imagenología,United Imaging,UN-102,II,Alta,2024-11-15,22289000.0,12,Propio,,True,Interno,Bueno
929,EQ-00929,SN-0929-30721386,Bomba de infusión,Soporte vital,ICU Medical,IC-765,III,Media,2018-08-31,1698000.0,12,Propio,,False,Interno,Bueno
930,EQ-00930,SN-0930-29023921,Balanza clínica,Apoyo a diagnóstico,Tanita,TA-344,I,Baja,2011-06-14,1195000.0,11,Propio,,True,Interno,Bueno
931,EQ-00931,SN-0931-32572718,Glucómetro,Apoyo a diagnóstico,Gima,GI-742,II,Baja,2020-08-21,50000.0,14,Propio,2021-10-25,True,Interno,Baja
932,EQ-00932,SN-0932-30495660,Monitor multiparámetro,Monitoreo,Edan,ED-300,III,Media,2018-05-11,4213000.0,11,Propio,2020-12-15,False,Interno,Bueno
933,EQ-00933,SN-0933-81374639,Desfibrilador,Soporte vital,ZOLL,ZO-688,III,Alta,2021-12-26,8286000.0,11,Propio,,False,Contrato,Bueno
934,EQ-00934,SN-0934-48078168,Máquina de anestesia,Soporte vital,Mindray,MI-959,III,Alta,2022-09-26,57073000.0,10,Propio,,True,Contrato,Bueno
935,EQ-00935,SN-0935-80935767,Bioimpedanciómetro,Apoyo a diagnóstico,InBody,IN-734,II,Baja,2015-09-06,8743000.0,6,Propio,,True,Externo,Bueno
936,EQ-00936,SN-0936-42309072,Camilla de transporte,Apoyo a diagnóstico,Hillrom/Baxter,HI-584,I,Media,2020-07-29,4655000.0,9,Propio,,True,Interno,Bueno
937,EQ-00937,SN-0937-65005476,Baño termorregulado,Laboratorio,Thermo Fisher Scientific,TH-874,I,Media,2022-03-25,1221000.0,10,Propio,,True,Interno,Bueno
938,EQ-00938,SN-0938-50956603,Bomba de infusión,Soporte vital,BD/CareFusion,BD-918,III,Alta,2020-02-04,1993000.0,14,Propio,2021-09-19,True,Externo,Bueno
939,EQ-00939,SN-0939-97310926,Glucómetro,Apoyo a diagnóstico,Abbott,AB-670,II,Media,2023-05-14,56000.0,11,Propio,,True,Interno,Regular
940,EQ-00940,SN-0940-58502786,Monitor multiparámetro,Monitoreo,Philips,PH-117,III,Media,2013-08-10,4351000.0,12,Propio,,False,Interno,Bueno
941,EQ-00941,SN-0941-38391784,Balanza clínica,Apoyo a diagnóstico,Health o meter,HE-764,I,Media,2014-03-05,639000.0,12,Arriendo,2015-05-14,True,Interno,Bueno
942,EQ-00942,SN-0942-58764560,Bomba de infusión,Soporte vital,ICU Medical,IC-912,III,Media,2026-06-05,1585000.0,12,Propio,,True,Externo,Bueno
943,EQ-00943,SN-0943-82388597,Ventilador mecánico,Soporte vital,Philips,PH-152,III,Media,2011-01-07,36620000.0,11,Comodato,,True,Externo,Regular
944,EQ-00944,SN-0944-66725748,Bomba PCA,Soporte vital,B. Braun,BB-354,III,Alta,2016-11-14,2812000.0,13,Propio,2018-09-14,False,Contrato,Bueno
945,EQ-00945,SN-0945-21262007,Camilla de transporte,Apoyo a diagnóstico,Stryker/Physio-Control,ST-148,I,Media,2011-09-04,4969000.0,12,Propio,2012-09-12,True,Contrato,Bueno
946,EQ-00946,SN-0946-66485322,Balanza clínica,Apoyo a diagnóstico,SECA,SE-919,I,Baja,2026-05-22,1072000.0,9,Propio,2027-08-14,True,Externo,Bueno
947,EQ-00947,SN-0947-43030038,Bomba de infusión,Soporte vital,ICU Medical,IC-280,III,Alta,2015-06-12,2329000.0,10,Propio,,True,Interno,Bueno
948,EQ-00948,SN-0948-65255547,Ventilador mecánico,Soporte vital,Hamilton Medical,HA-803,III,Alta,2021-10-08,39466000.0,9,Propio,2024-01-25,True,Externo,Bueno
949,EQ-00949,SN-0949-85865133,Bomba de infusión,Soporte vital,Baxter,BA-795,III,Alta,2022-10-24,2024000.0,11,Propio,,False,Contrato,Bueno
950,EQ-00950,SN-0950-76171092,Oftalmoscopio,Apoyo a diagnóstico,Riester,RI-461,I,Media,2015-06-09,502000.0,12,Propio,,True,Interno,Bueno
951,EQ-00951,SN-0951-52844389,Termómetro clínico,Apoyo a diagnóstico,Microlife,MI-191,II,Baja,2017-12-09,152000.0,12,Propio,2019-07-24,True,Contrato,Bueno
952,EQ-00952,SN-0952-17644033,Autoclave,Esterilización,CISA Group,CI-692,II,Alta,2025-07-18,14391000.0,12,Comodato,2027-10-05,True,Interno,Bueno
953,EQ-00953,SN-0953-40720109,Centrífuga,Laboratorio,Beckman Coulter,BE-491,I,Media,2020-09-30,2495000.0,11,Comodato,,True,Interno,Bueno
954,EQ-00954,SN-0954-96332613,Bomba de infusión,Soporte vital,BD/CareFusion,BD-169,III,Media,2015-07-24,1694000.0,11,Propio,2018-02-02,False,Contrato,Regular
955,EQ-00955,SN-0955-52313350,Microscopio,Laboratorio,Olympus/Evident,OL-449,I,Media,2021-10-13,2803000.0,11,Comodato,,True,Interno,Bueno
956,EQ-00956,SN-0956-24171515,Oxímetro central,Monitoreo,Nihon Kohden,NI-280,III,Media,2019-05-02,2559000.0,15,Propio,2021-07-08,True,Interno,Bueno
957,EQ-00957,SN-0957-55097761,Centrífuga,Laboratorio,Thermo Fisher Scientific,TH-491,I,Baja,2024-01-17,4022000.0,9,Propio,,True,Interno,Bueno
958,EQ-00958,SN-0958-87790831,Máquina de anestesia,Soporte vital,Mindray,MI-690,III,Alta,2013-11-20,62840000.0,10,Comodato,2015-09-18,True,Interno,Bueno
959,EQ-00959,SN-0959-29136574,Bomba de infusión,Soporte vital,Fresenius Kabi,FR-953,III,Media,2013-11-04,1891000.0,10,Propio,,True,Externo,Regular
960,EQ-00960,SN-0960-99935403,Glucómetro,Apoyo a diagnóstico,Roche/Accu-Chek,RO-665,II,Media,2022-04-21,62000.0,11,Propio,2024-02-03,False,Externo,Bueno
961,EQ-00961,SN-0961-16189350,Electrocardiógrafo,Monitoreo,Bionet,BI-593,II,Media,2010-12-05,2620000.0,11,Propio,2013-07-05,True,Contrato,Bueno
962,EQ-00962,SN-0962-27732508,Glucómetro,Apoyo a diagnóstico,Gima,GI-470,II,Baja,2017-12-31,52000.0,12,Propio,2019-02-20,True,Interno,Bueno
963,EQ-00963,SN-0963-73835491,Monitor multiparámetro,Monitoreo,GE HealthCare,GE-588,III,Media,2014-06-04,3904000.0,12,Propio,,True,Contrato,Bueno
964,EQ-00964,SN-0964-43929226,Tallímetro,Apoyo a diagnóstico,Detecto,DE-833,I,Baja,2024-07-30,318000.0,7,Propio,2026-06-20,True,Contrato,Bueno
965,EQ-00965,SN-0965-87658349,Ecógrafo,Imagenología,GE HealthCare,GE-686,II,Alta,2021-06-08,41392000.0,7,Propio,2023-01-14,True,Contrato,Bueno
966,EQ-00966,SN-0966-73956202,Incubadora,Neonatología,GE HealthCare/Ohmeda,GE-176,III,Media,2024-08-10,11654000.0,12,Arriendo,2027-07-02,True,Contrato,Bueno
967,EQ-00967,SN-0967-53122308,Monitor signos vitales,Monitoreo,Mindray,MI-289,II,Alta,2024-07-20,1608000.0,12,Propio,2025-08-04,False,Interno,Regular
968,EQ-00968,SN-0968-81583265,Camilla de fisioterapia,Rehabilitación,Gymna,GY-519,I,Baja,2018-02-21,2277000.0,14,Propio,2020-08-20,False,Externo,Bueno
969,EQ-00969,SN-0969-99831086,Trotadora,Rehabilitación,SCIFIT,SC-252,I,Baja,2023-07-08,5415000.0,14,Comodato,,False,Interno,Bueno
970,EQ-00970,SN-0970-52812364,Desfibrilador,Soporte vital,Stryker/Physio-Control,ST-421,III,Media,2023-06-15,4376000.0,11,Propio,2025-12-17,False,Contrato,Bueno
971,EQ-00971,SN-0971-38266557,Bomba PCA,Soporte vital,Baxter,BA-201,III,Media,2024-12-01,2168000.0,11,Propio,,True,Contrato,Bueno
972,EQ-00972,SN-0972-53214604,Bomba de infusión,Soporte vital,Mindray,MI-479,III,Alta,2025-11-17,1149000.0,13,Propio,2028-05-24,True,Contrato,Bueno
973,EQ-00973,SN-0973-76677293,Monitor multiparámetro,Monitoreo,Edan,ED-693,III,Media,2014-04-03,2813000.0,11,Comodato,,True,Contrato,Bueno
974,EQ-00974,SN-0974-45622589,Incubadora,Neonatología,Fanem,FA-399,III,Alta,2018-10-17,10324000.0,12,Propio,,False,Interno,Bueno
975,EQ-00975,SN-0975-47057987,Termómetro clínico,Apoyo a diagnóstico,Omron,OM-177,II,Baja,2020-09-22,73000.0,14,Propio,,True,Interno,Bueno
976,EQ-00976,SN-0976-20153627,Esfigmomanómetro,Apoyo a diagnóstico,Welch Allyn/Hillrom,WE-872,II,Media,2014-08-26,131000.0,14,Propio,2015-11-24,True,Externo,Bueno
977,EQ-00977,SN-0977-18683326,Máquina de anestesia,Soporte vital,GE HealthCare,GE-733,III,Alta,2014-06-19,69162000.0,9,Propio,,True,Contrato,Bueno
978,EQ-00978,SN-0978-96349860,Desfibrilador,Soporte vital,Mindray,MI-870,III,Alta,2011-04-15,6009000.0,14,Propio,,False,Externo,Regular
979,EQ-00979,SN-0979-92387414,Carro de transporte estéril,Esterilización,Steelco,ST-667,I,Baja,2013-09-20,1702000.0,8,Arriendo,2015-06-24,True,Interno,Bueno
980,EQ-00980,SN-0980-15202722,Lavadora desinfectora,Esterilización,Steelco,ST-574,II,Media,2018-04-20,16155000.0,13,Propio,2019-06-16,True,Contrato,Bueno
981,EQ-00981,SN-0981-76141860,Camilla de transporte,Apoyo a diagnóstico,Hillrom/Baxter,HI-203,I,Baja,2024-07-01,3874000.0,9,Propio,,True,Interno,Bueno
982,EQ-00982,SN-0982-10106319,Monitor multiparámetro,Monitoreo,Dräger,DR-958,III,Baja,2010-11-10,5658000.0,13,Propio,2012-05-26,False,Interno,Bueno
983,EQ-00983,SN-0983-93274990,Tallímetro,Apoyo a diagnóstico,Gima,GI-277,I,Baja,2010-03-28,157000.0,13,Propio,2011-06-15,True,Externo,Bueno
984,EQ-00984,SN-0984-42576868,Bomba de infusión,Soporte vital,Mindray,MI-944,III,Alta,2019-12-19,1318000.0,10,Propio,,True,Externo,Bueno
985,EQ-00985,SN-0985-72578108,Esfigmomanómetro,Apoyo a diagnóstico,Welch Allyn/Hillrom,WE-677,II,Media,2012-07-17,264000.0,10,Propio,2015-05-18,True,Interno,Bueno
986,EQ-00986,SN-0986-47255983,Tonómetro,Oftalmología,Haag-Streit,HA-563,II,Media,2022-12-07,3977000.0,11,Propio,2024-04-27,True,Contrato,Bueno
987,EQ-00987,SN-0987-96018838,Camilla de transporte,Apoyo a diagnóstico,Malvestio,MA-323,I,Baja,2012-06-20,4735000.0,10,Propio,,True,Contrato,Bueno
988,EQ-00988,SN-0988-22135973,Balanza clínica,Apoyo a diagnóstico,SECA,SE-118,I,Baja,2025-01-25,1193000.0,9,Propio,,True,Contrato,Bueno
989,EQ-00989,SN-0989-96094306,Bomba PCA,Soporte vital,Baxter,BA-597,III,Media,2014-11-07,2131000.0,11,Arriendo,2016-07-31,True,Interno,Bueno
990,EQ-00990,SN-0990-95225833,Glucómetro,Apoyo a diagnóstico,Gima,GI-666,II,Media,2012-05-22,33000.0,6,Propio,,True,Externo,Bueno
991,EQ-00991,SN-0991-81021964,Bomba de infusión,Soporte vital,Baxter,BA-449,III,Alta,2018-09-03,2139000.0,14,Propio,,True,Externo,Bueno
992,EQ-00992,SN-0992-61437837,Baño termorregulado,Laboratorio,Binder,BI-602,I,Media,2022-10-23,827000.0,14,Propio,2024-12-22,True,Interno,Bueno
993,EQ-00993,SN-0993-25623531,Ventilador mecánico,Soporte vital,Dräger,DR-251,III,Alta,2018-10-04,27858000.0,9,Propio,2020-08-02,True,Interno,Bueno
994,EQ-00994,SN-0994-52610530,Monitor multiparámetro,Monitoreo,Philips,PH-538,III,Media,2016-11-15,3629000.0,11,Propio,,True,Externo,Bueno
995,EQ-00995,SN-0995-95335049,Bomba de infusión,Soporte vital,BD/CareFusion,BD-824,III,Alta,2023-04-10,2014000.0,11,Propio,2024-07-15,True,Externo,Bueno
996,EQ-00996,SN-0996-75481733,Oftalmoscopio,Apoyo a diagnóstico,HEINE,HE-645,I,Baja,2017-12-01,559000.0,10,Propio,,True,Contrato,Bueno
997,EQ-00997,SN-0997-10727598,Termómetro clínico,Apoyo a diagnóstico,Omron,OM-623,II,Baja,2017-10-17,155000.0,11,Propio,,False,Contrato,Bueno
998,EQ-00998,SN-0998-28715345,Refrigerador clínico,Laboratorio,PHCbi,PH-114,I,Media,2012-11-05,6680000.0,13,Comodato,2014-11-20,True,Interno,Bueno
999,EQ-00999,SN-0999-44323076,Bomba de infusión,Soporte vital,ICU Medical,IC-298,III,Alta,2016-08-23,2100000.0,14,Comodato,2019-03-22,False,Contrato,Regular
1000,EQ-01000,SN-1000-92893264,Balanza clínica,Apoyo a diagnóstico,Health o meter,HE-809,I,Baja,2024-01-23,995000.0,13,Propio,,True,Externo,Bueno
1001,EQ-01001,SN-1001-79475870,Incubadora,Neonatología,Fanem,FA-604,III,Alta,2016-05-20,17237000.0,12,Propio,2017-11-02,True,Externo,Bueno
1002,EQ-01002,SN-1002-22953688,Fototerapia,Neonatología,Dräger,DR-831,II,Alta,2014-09-05,3212000.0,12,Propio,,False,Interno,Bueno
1003,EQ-01003,SN-1003-66529240,Autoclave,Esterilización,Getinge,GE-947,II,Media,2017-12-05,14391000.0,13,Propio,2019-08-30,True,Contrato,Bueno
1004,EQ-01004,SN-1004-90706563,Oftalmoscopio,Apoyo a diagnóstico,Gima,GI-666,I,Media,2025-05-24,523000.0,6,Propio,2027-12-02,False,Interno,Bueno
1005,EQ-01005,SN-1005-59562332,Fototerapia,Neonatología,GE HealthCare/Ohmeda,GE-374,II,Alta,2010-06-22,3726000.0,12,Propio,2011-07-06,False,Externo,Malo
1006,EQ-01006,SN-1006-91266924,Esfigmomanómetro,Apoyo a diagnóstico,Riester,RI-395,II,Baja,2020-01-16,262000.0,13,Propio,2022-10-07,True,Interno,Bueno
1007,EQ-01007,SN-1007-11709792,Termómetro clínico,Apoyo a diagnóstico,Riester,RI-828,II,Baja,2021-11-09,29000.0,12,Propio,,True,Interno,Bueno
1008,EQ-01008,SN-1008-19744473,Lavadora desinfectora,Esterilización,Steelco,ST-123,II,Alta,2024-10-03,12053000.0,13,Propio,2026-04-17,True,Interno,Bueno
1009,EQ-01009,SN-1009-30814226,Monitor signos vitales,Monitoreo,Edan,ED-294,II,Alta,2011-10-12,1571000.0,11,Propio,2014-06-09,False,Contrato,Bueno
1010,EQ-01010,SN-1010-71213409,Monitor signos vitales,Monitoreo,Nihon Kohden,NI-139,II,Baja,2010-01-13,1278000.0,15,Propio,,True,Externo,Bueno
1011,EQ-01011,SN-1011-32751374,Mesa de inspección,Esterilización,Getinge,GE-181,I,Media,2011-06-15,1720000.0,13,Arriendo,2012-12-10,True,Contrato,Bueno
1012,EQ-01012,SN-1012-88673965,Bomba PCA,Soporte vital,Baxter,BA-163,III,Alta,2011-06-11,2322000.0,12,Comodato,2013-10-07,True,Interno,Bueno
1013,EQ-01013,SN-1013-48198641,Monitor multiparámetro,Monitoreo,Nihon Kohden,NI-444,III,Media,2018-10-02,3070000.0,13,Comodato,2020-01-02,True,Externo,Bueno
1014,EQ-01014,SN-1014-38207375,Termómetro clínico,Apoyo a diagnóstico,Riester,RI-393,II,Baja,2024-01-06,118000.0,10,Propio,2025-08-28,False,Contrato,Bueno
1015,EQ-01015,SN-1015-40784318,Camilla de transporte,Apoyo a diagnóstico,Stryker/Physio-Control,ST-538,I,Media,2016-06-17,4966000.0,9,Propio,2017-12-04,False,Interno,Bueno
1016,EQ-01016,SN-1016-69583811,Oftalmoscopio,Apoyo a diagnóstico,Gima,GI-907,I,Media,2018-12-14,914000.0,13,Propio,,True,Contrato,Bueno
1017,EQ-01017,SN-1017-87855179,Monitor signos vitales,Monitoreo,Nihon Kohden,NI-884,II,Alta,2013-02-21,874000.0,11,Propio,2015-12-05,False,Contrato,Bueno
1018,EQ-01018,SN-1018-60694952,Termómetro clínico,Apoyo a diagnóstico,Welch Allyn/Hillrom,WE-133,II,Baja,2015-02-19,110000.0,14,Propio,2017-05-20,False,Externo,Bueno
1019,EQ-01019,SN-1019-13416221,Glucómetro,Apoyo a diagnóstico,Gima,GI-885,II,Baja,2022-07-22,50000.0,9,Propio,2023-11-17,True,Interno,Bueno
1020,EQ-01020,SN-1020-56394005,Esfigmomanómetro,Apoyo a diagnóstico,A&D Medical,AD-851,II,Baja,2018-11-24,180000.0,9,Propio,2020-08-29,True,Externo,Bueno
1021,EQ-01021,SN-1021-30103466,Bomba PCA,Soporte vital,Fresenius Kabi,FR-188,III,Media,2010-04-30,2340000.0,10,Propio,2011-05-31,True,Contrato,Bueno
1022,EQ-01022,SN-1022-34622159,TAC dental,Odontología,Planmeca,PL-875,II,Baja,2015-11-21,67216000.0,9,Propio,2017-01-13,True,Externo,Bueno
1023,EQ-01023,SN-1023-94868460,Camilla de fisioterapia,Rehabilitación,BTL,BT-710,I,Media,2010-05-14,2341000.0,13,Propio,2012-09-20,True,Interno,Bueno
1024,EQ-01024,SN-1024-48635084,Monitor signos vitales,Monitoreo,Welch Allyn/Hillrom,WE-860,II,Media,2011-10-10,1804000.0,14,Propio,,True,Externo,Bueno
1025,EQ-01025,SN-1025-43497280,Bomba de infusión,Soporte vital,Fresenius Kabi,FR-433,III,Media,2017-02-27,1154000.0,9,Propio,,True,Interno,Bueno
1026,EQ-01026,SN-1026-53403721,Camilla de transporte,Apoyo a diagnóstico,Malvestio,MA-713,I,Baja,2024-09-27,3862000.0,13,Propio,2026-12-06,False,Contrato,Bueno
1027,EQ-01027,SN-1027-70077226,Selladora térmica,Esterilización,W&H,WH-122,I,Media,2026-02-16,1918000.0,14,Comodato,,False,Externo,Bueno
1028,EQ-01028,SN-1028-39041337,Bomba de infusión,Soporte vital,B. Braun,BB-320,III,Media,2011-01-30,1001000.0,13,Propio,2013-09-08,True,Contrato,Bueno
1029,EQ-01029,SN-1029-62540824,Centrífuga,Laboratorio,Thermo Fisher Scientific,TH-806,I,Alta,2015-10-08,2500000.0,9,Propio,2017-05-09,True,Interno,Bueno
1030,EQ-01030,SN-1030-67584643,Monitor signos vitales,Monitoreo,Welch Allyn/Hillrom,WE-556,II,Media,2023-03-01,1921000.0,11,Propio,2025-07-24,False,Interno,Bueno
1031,EQ-01031,SN-1031-79839571,Bomba de infusión,Soporte vital,B. Braun,BB-453,III,Alta,2016-11-19,1173000.0,9,Propio,2018-11-26,True,Interno,Bueno
1032,EQ-01032,SN-1032-41826078,Termómetro clínico,Apoyo a diagnóstico,Braun,BR-458,II,Media,2024-04-13,74000.0,13,Propio,,True,Interno,Bueno
1033,EQ-01033,SN-1033-63004824,Microscopio,Laboratorio,Zeiss,ZE-900,I,Alta,2023-07-15,2910000.0,14,Propio,2024-10-05,True,Interno,Bueno
1034,EQ-01034,SN-1034-65309861,Refrigerador clínico,Laboratorio,Helmer,HE-941,I,Media,2012-12-20,4616000.0,15,Propio,2014-10-04,False,Interno,Regular
1035,EQ-01035,SN-1035-49033441,Incubadora,Neonatología,GE HealthCare/Ohmeda,GE-731,III,Alta,2022-10-22,15787000.0,12,Propio,,False,Interno,Bueno
1036,EQ-01036,SN-1036-23829477,Electrocardiógrafo,Monitoreo,Nihon Kohden,NI-765,II,Alta,2025-07-09,2566000.0,14,Propio,,True,Contrato,Bueno
1037,EQ-01037,SN-1037-12884254,Máquina de anestesia,Soporte vital,GE HealthCare,GE-535,III,Media,2016-06-04,34113000.0,12,Comodato,,True,Externo,Bueno
1038,EQ-01038,SN-1038-89015817,Monitor multiparámetro,Monitoreo,Mindray,MI-806,III,Alta,2020-06-20,4102000.0,15,Propio,,True,Interno,Bueno
1039,EQ-01039,SN-1039-34915188,Desfibrilador,Soporte vital,Mindray,MI-828,III,Alta,2012-02-25,5265000.0,6,Propio,2014-06-16,True,Contrato,Bueno
1040,EQ-01040,SN-1040-38175852,Bomba de infusión,Soporte vital,ICU Medical,IC-731,III,Alta,2019-04-18,1919000.0,11,Propio,,True,Contrato,Bueno
1041,EQ-01041,SN-1041-36046732,Monitor multiparámetro,Monitoreo,Edan,ED-387,III,Media,2019-08-29,3929000.0,13,Comodato,,True,Interno,Bueno
1042,EQ-01042,SN-1042-51533981,Ventilador neonatal,Neonatología,Vyaire,VY-915,III,Media,2019-09-15,33183000.0,10,Propio,,True,Interno,Bueno
1043,EQ-01043,SN-1043-73059452,Glucómetro,Apoyo a diagnóstico,Abbott,AB-514,II,Baja,2015-02-03,69000.0,12,Propio,,True,Externo,Bueno
1044,EQ-01044,SN-1044-91723147,Electrocardiógrafo,Monitoreo,GE HealthCare,GE-560,II,Media,2024-05-01,2527000.0,6,Propio,2026-09-13,True,Interno,Bueno
1045,EQ-01045,SN-1045-87415818,Termómetro clínico,Apoyo a diagnóstico,Braun,BR-115,II,Media,2026-03-16,39000.0,11,Propio,,True,Contrato,Bueno
1046,EQ-01046,SN-1046-96996476,Glucómetro,Apoyo a diagnóstico,Abbott,AB-892,II,Baja,2022-09-22,58000.0,12,Propio,2023-12-10,True,Interno,Bueno
1047,EQ-01047,SN-1047-62786402,Incubadora,Neonatología,Dräger,DR-293,III,Alta,2022-12-21,12733000.0,11,Comodato,,True,Interno,Bueno
1048,EQ-01048,SN-1048-61362278,Otoscopio,Apoyo a diagnóstico,Gima,GI-753,I,Media,2016-06-12,278000.0,13,Comodato,2018-02-01,True,Interno,Bueno
1049,EQ-01049,SN-1049-30916292,Oxímetro central,Monitoreo,Nonin,NO-103,III,Alta,2024-06-06,2333000.0,13,Propio,,False,Externo,Bueno
1050,EQ-01050,SN-1050-43262170,Termómetro clínico,Apoyo a diagnóstico,Omron,OM-853,II,Baja,2025-09-12,156000.0,13,Propio,2027-10-24,True,Contrato,Regular
1051,EQ-01051,SN-1051-82427094,Ventilador mecánico,Soporte vital,Philips,PH-628,III,Media,2019-02-03,30080000.0,11,Propio,2020-04-26,True,Interno,Bueno
1052,EQ-01052,SN-1052-79245996,Incubadora,Neonatología,GE HealthCare/Ohmeda,GE-338,III,Alta,2011-09-09,19205000.0,12,Propio,2013-05-06,True,Externo,Bueno
1053,EQ-01053,SN-1053-98987075,Monitor multiparámetro,Monitoreo,Philips,PH-862,III,Media,2012-03-19,3012000.0,8,Propio,2014-05-12,True,Contrato,Bueno
1054,EQ-01054,SN-1054-93133622,Termómetro clínico,Apoyo a diagnóstico,Gima,GI-737,II,Baja,2018-12-31,117000.0,8,Comodato,,True,Externo,Bueno
1055,EQ-01055,SN-1055-56611883,Termómetro clínico,Apoyo a diagnóstico,Omron,OM-165,II,Media,2011-05-04,156000.0,9,Propio,,True,Interno,Bueno
1056,EQ-01056,SN-1056-65354118,Bomba de infusión,Soporte vital,Mindray,MI-741,III,Media,2018-01-23,1696000.0,10,Propio,,True,Interno,Bueno
1057,EQ-01057,SN-1057-61326711,Termómetro clínico,Apoyo a diagnóstico,Welch Allyn/Hillrom,WE-546,II,Media,2020-12-20,128000.0,13,Arriendo,,True,Interno,Bueno
1058,EQ-01058,SN-1058-65665781,Ventilador mecánico,Soporte vital,GE HealthCare,GE-581,III,Alta,2012-05-28,24833000.0,11,Propio,2014-12-02,True,Interno,Bueno
1059,EQ-01059,SN-1059-69220656,Ventilador mecánico,Soporte vital,Dräger,DR-458,III,Alta,2014-07-22,36499000.0,11,Propio,,True,Interno,Bueno
1060,EQ-01060,SN-1060-40723209,Microscopio,Laboratorio,Olympus/Evident,OL-331,I,Alta,2026-01-07,2167000.0,14,Propio,,True,Externo,Bueno
1061,EQ-01061,SN-1061-38760201,Balanza clínica,Apoyo a diagnóstico,SECA,SE-183,I,Baja,2026-02-01,665000.0,10,Propio,,True,Contrato,Bueno
1062,EQ-01062,SN-1062-10107575,Termómetro clínico,Apoyo a diagnóstico,Microlife,MI-937,II,Baja,2021-11-17,76000.0,11,Propio,2023-09-22,False,Externo,Bueno
1063,EQ-01063,SN-1063-10488305,Selladora térmica,Esterilización,MELAG,ME-558,I,Alta,2017-12-10,1251000.0,10,Propio,2019-06-22,False,Contrato,Bueno
1064,EQ-01064,SN-1064-46963523,Oftalmoscopio,Apoyo a diagnóstico,Welch Allyn/Hillrom,WE-802,I,Baja,2012-05-31,578000.0,13,Propio,,False,Interno,Bueno
1065,EQ-01065,SN-1065-42962771,Termómetro clínico,Apoyo a diagnóstico,Omron,OM-684,II,Baja,2017-01-07,68000.0,10,Propio,2018-02-22,True,Contrato,Regular
1066,EQ-01066,SN-1066-20263309,Termómetro clínico,Apoyo a diagnóstico,Welch Allyn/Hillrom,WE-870,II,Baja,2018-05-22,101000.0,14,Propio,,True,Externo,Bueno
1067,EQ-01067,SN-1067-28071645,Monitor signos vitales,Monitoreo,GE HealthCare,GE-698,II,Alta,2023-01-02,1244000.0,10,Propio,,True,Interno,Bueno
